,title,date,body
246,Oxford's post-grad biographies,18 May 1977,"By GEORGE STEVENSONEliot's Early Years, by Lyndall Gordon, Oxford, 174 pp., A FEAST OF WORDS: The Triumph of Edith Wharton, by Cynthia Griffin Wolff, Oxford, 453pp., $15.95. Worried that after four years, Humanities 'A,' and a Comp Lit major that your post-college reading list will tend more to William Goldman than Wm. Faulkner? That your Penguin Classics will be the onlv classicson the shelf? Whether or not your library will be chosen by color rather than content? Have no fear: the Oxford series of critical biographies, besides being critically and literarily sound, is also bound in very attractive, if more or less somber and dignified, colors. Long a bastion of the so-called ""scholarly"" book, the Oxford Press, based in Oxford (of course) and New York, also prints a good number of books for the nonliterati, and books that are ""borderline"" critical biographies, neither comprehensive enough nor complex enough for the scholar, but interesting enough for the English major who went to business school and misses the good old days when his major worries centered around Main Street rather than Wall Street. Unfortunately, at times the books require more than one might expect at first glance, caveat emptor and caveat reader both are in order. Eliot's Early Years, by a former Columbia instructor, Lyndall Gordon, (the acknowledgements include Jacques Barzun and Quentin Anderson) is a case in point; it is literate, readable andmore or less biographical, but it also is only comprehensible if one has a very fair knowledge of the greater portion of Eliot's early (i.e. pre-conversion to Christianity) work. It is meticulously end-noted,something I found a minor, but persistent, irritiation: illiterates such as myself tend to glance at the bottom of the page when we see the little numbers. The list of biographical sources, though, is a good guide to other works of interest, some of them a little less arcane to the newly initiated. The method Gordon uses in dealing with the frighteningly fascinating development of the poet gives almost no weight at all to his actual childhood, but concentrates on his ancestry and the tastes and biases of his parents, all in a very literary way. The little boy who became T.S. Eliot is never seen; the young man who became the poet, however, is carefully presented at the moments of crisis and of epiphany, usually through the verse that resulted. His conversion to Christianity, too, is given careful treatment, and in much the same way. It is very good and very concise but, as I saidbefore, it is not for the tyro. Cynthia Griffin Wolff's A Feast of Words, about Edith Wharton, is in a similar vein—tracing the life through the works. And although the preface would have us believe otherwise, there is more of the life here than in the Eliot volume.Telling us outright that ""our concern is ultimately the fictions, not the life ..."" she still provides a more frankly biographical account of the deb that won the Pulitzer. Also included in the work areseveral examples of Wharton's heretofore unpublished works and an appendix concerning a work never completed, though ghoulishly planned in erotic detail. A Feast of Words, too, falls victim to endnote's disease, it is a far morefar more accessible book, both as biography and as criticism; though this is due, I think, to Wharton being a far more accessible writer. Wolff takes a slightly feminist stance with the work, but does so in a fashion that is readily supa readily supportable fashion. The book opens with as compelling an observation as one couldwish and goes from there: when a book can begin with ""It is a strange fact that while many men begin their novel-writing careers with fictional accounts of their apprenticeship, until recently most women who became novelists have never written fictional accounts of their apprenticeship at all . . ."""
247,VP's option study sees cut in Ph.D's Report by Young cites challenges for university in the next decade,27 May 1977,"Report by Young cites challenges for university in the next decadeBy DANIEL JANISONColumbia will graduate fewer doctoral students and more undergraduates, and will become an institution less immersed in the liberal arts if a major planning document released last week is followed In a 30-page paper on the future of the arts and sciences at Columbia, James Young, vice-president for academic planning and deputy provost, describes the options available if the university is to be financially secure in a decade, and able to hold the academic standards it has set for iiself, and still serve a rapidly changing population. ' ■ ""The arts and sciences are thus facing a triple challenge in, the nineteen-eighties,"" begins the study, and the result is a university ' with apparent cutbacks in the humanities, a smaller faculty and a larger undergraduate body. Young describes the neccesity of ""a more selectivestructure of specialization, in Ph.D programs; improved utilization of faculty resources, through such methods as planned enrollment expansion, (and) expanded educational opportunity, including but not limited to improved educational opportunity for women."" He said in an interview yesterday that the first item would include cutting the size of the arts and sciences graduate student body from its present approximated enrollment of 5,000 to the size of the College, which has about 2,700 students. He described the report as a ""think piece"" designed to set a ""value-system"" which would pave the way for specific, nuts-and-bolts budget proposals to be worked out by the Deans Planning Group, a committee of graduate deans currently preparing its own study. Thatstudy is expected to be more specific in its recommendations, in the context of more concrete budgetary considerations. Although Dean of the Business School Boris Yavitz, who heads the planning group, could not be reached for comment, the report has been tentatively scheduled to come out in the coming weeks. Meanwhile, William R. Shepard Professor of History Eugene Rice, who heads the 14member Arts and Sciences Policy Advisory Committee, which is preparing recommendations of its own, said his committee expects to submit its recommendations to arts and sciences deans today. Commenting on his study, the product of his last year in the Columbia administration Young said ""the last (structural) status quo is un-preservable. I don't care if it's Barnard, or Arts and Sciences. The times are changing it willy nilly, While the report provides for separate, distinct undergraduate institutions — including Barnard — Young refused to say how this, and his suggestion of separate institutions would be combined.Photo by Matthew Pimm IVY HONORS: Standing behind plastic ivy tied to the podium on the steps of Low is Helen Suxman a member of the South African parliament and an ardent opponent of apartheid. She received an honorary doctor of law degree at last Wednesday's commencement ceremonies (story below)."
248,Page 3 Advertisements Column 3,5 April 1978,"JOIN A COLONY IN OUTER SPACE Sooner than you think you'll be answering ads like this and shuttling through space a few days later. Meanwhile, prepare for the, trip. Find out all about life in space—today and tomorrow—in these two amazing books. ■: M .'\:ii:s ** > W- IPJ • V ■ u < I - i i ■ fl M'' ifaLl '' I ■ I. ' I H j 1 PH The first true life account Earth's leading expert on of Skylab, where astro- human colonies in space nauts worked and lived in reveals the miracles of the weightlessness of a space life to come within module dangling in the our lifetimes; with 60 draMilky Way. $1.95 matic drawings. $2.75 IN PAPERBACK FROM BANTAM 1"
249,HUD grants CU $5 million loan for East Campus dorm complex,4 October 1978,"By KEN WILLSColumbia has been granted a $5 million loan from the Department of Housing and Urban Development (HUD) to help finance the East Campus dormitory, it was announced yesterday. The HUD loan is a substantial portion of the projected $17 million complex and may encourage alumni and friends of the university to help finance the development, according to Joseph Mansfield, director of development for capital campaigns and major grants. In addition, $8 million in New York State Dormitory Authority bonds were issued over the last several days in July, according to University Treasurer William Bloor. Mansfield, who is in charge of fund raising for the East Campusdevelopment, said $8 million had, been promised from private sources so far but the goal is to raise an additional $12 million. ""The faster we raise total dollars the less we'll have to pay in interest"" on the loan, he said. Mansfield called the loan a ""positive factor"" that 'Enables us to get to get going immediately. Demolition of buildings along Morningside Drive between 117 th and 118 th Streets, where the complex will be located, began Monday. The university has launched a fund-raising campaign blitz called the ""Campaign to Assure the Quality of Life."" Besides the Board of Visitors, a staff of 40 is working under Mansfield to raise the additional $12 million. The university is also showing an eight minute film on Columbia'shousing plight to encourage pledges. Money raised over the $20 million goal would be used for the ""second stage"" of the campaign which, according to a promotion pamphlet, is the renovation of South Campus dorms-—Livingston, Hartley, Furnald and John Jay. ""Without the final plans for the South Campus dorms, it's hard to ask for money,"" Mansfield said. ""It's also more difficult to raise money for a building that is already up and in use. People like to give money for a hole in the ground,"" he added. A member of the Community Planning Board 9, which has opposed the project becuase it doesn't feel the university adequately informed it of the dorm's impact on the community,said it still plans to hold a second public hearing. No date has been set for the hearing. Board members have complained the 23 story complex would not fit in well with the surrounding lower buildings on Morningside Drive. The complex will house about 700 students and will also include a center for the Humanities, a student activities center and 10 townhouses.PHOTO BY NICK ROMANENKO SAY GOODBYE: Demolition crew began tearing down buildings on Morningside Drive Monday to make way for the East Campus dormitory, scheduled to make appearance in 1980.MOVIN' OUT:' These buildings, seen here in pre-demolition days, will soon be swept away as campus prepares to make way for the East Campus dorm."
250,"General Ed program to celebrate 60th year CC, Humanities celebrate 60th",2 November 1978,"CC, Humanities celebrate 60thBy EILEEN TABIOSSixty years of Plato asking what is justice, incessant reference to the dichotomy of this or that and Friday finals, will be celebrated this March when the university honors the 60th anniversary of general education at Columbia. For the uninitiated, general education in the College is the required core curricula required of every student, and includes Humanities, a foreign language,and freshman composition among other things. But its essense is the Contemporary Civilization course. ""The tradition of the College's general education is derived from the Contemporary Civilization course (inaugurated) .in 1919,"" explained Paul Valliere, acting associate dean of the College. ""Because that first course provided the germ of the whole curriculum, we're using its birthday as an occasion to celebrate the whole general education program,"" stated Valliere. ""There has been a lot of discussion in universities about general education and core curriculum,"" he continued. ""Most colleges don't have a core curricula."" ""But Columbia has had a livelyB tradition of general education for 60 years. We feel that our institution has something to say and offer on the subject of general education in America,"" said Valliere Professor of English Que~ntin Anderson will deliver a keynote address on Friday evening, March 23, at Low Rotunda to kick off the celebrations. The event will continue on March 24 with a variety of panels and lectures and ""possibly a festival event,"" said Valliere. March 24 is also Columbia College's Deans' Day ""which is a grand alumni occasion where alumni and families come back, often bringing along college students or those who will soon be in college, to visit the campus for a day and hear lectures and socialize,"" added Valliere. Lectures and panels marking Deans' Day will talk about the general education curriculum. And some of the panels presented for the anniversary celebration will address problems within the present curriculum. ""One of the panels will be devoted to a round-up of ;i curricula review of Columbia College during the past two years,"" said Valliere. ""This celebration is also a selfcritical observation. Hopefully, proposals about the curriculum review and curriculum renewals will be on a table by late winter."" A luncheon devoted to the topic of general education will also be held on Thursday, March 22, at the 15th floor of the International Affairs Building. The events, including the keynote address, will be open to whoever wants to attend. Although Valliere has been coordinating the anniversary plans for the last month, he said the ongoing programs within Contemporary Civilization, Humanities, and non-Western studies have also been generating new ideas for the activities."
251,$1.75M granted to Humanities Fellows Society,23 January 1979,"By RONALD KOATZA two-part matching grant worth $1.75 million has been awarded by the Andrew W. Mellon Foundation to the Columbia Society of Fellows in the Humanities. The money will enable the university to expand the number of post-doctoral scholars in the Society and further enable the creation of a new class of Senior Fellows in the Humanities. The Society will have offices in the Heyman Center for the Humanities, part of the proposed East Campus dormitory complex. The program allows postdoctoral students to develop new interdisciplinary or regular departmental courses in the humanities. They also do independent research. This is second award specifically allocated for post doctoral teaching fellowships in the humanities. A $2 million endowment in 1975, together with a $300,000 grant from the William R. Keenan Trust, helped to found the Society. Most of the money, a $1 million endowment, will continue present programs and increase the number of fellowships for recent Ph.D. graduates. The remaining $750,000 will go towards establishing senior fellowships for applicants with at least five years teaching experience, who qualify for a tenured teaching post but cannot get one. The program currently offers11 two-year fellowhsips to applicants who have completed their doctorates in the past two years. The money appropriated will allow the number of fellows in the program to be doubled, according to Steven Marcus, George Delacorte Professor in the Humanities and co-chairmen of the Society. ""This projected enlargement will be an invaluable aid to future interdisciplinary work in the humanities and will further strengthen the teaching of courses in the humanities and general education in the University,"" according to Marcus. The first year the fellow teaches an introductory general education course at the College such as Contemporary Civilization or Humanities. In the second year, the fellow is responsible for teaching a new course he or she has designed within one' of the departments or in one of the special programs in the College. The senior fellows will be selected by international competition in the same way the present fellows are chosen. Applicants will need at least one substantial publication and will need to show promise of continued scholarly achievement in addition to five years full-time teaching experience. The Columbia Society of Fellows in the Humanities is one of the first programs to establish postdoctoral teaching fellowships in the humanities and has been used as a model for many institutions of a similar nature."
252,Faculty and visiting scholars to conduct public examination of college core courses,23 March 1979,"By EILEEN TABIOSWhen Columbia celebrates the 60th anniversary of its general education program this weekend, the emphasis won't be on Descartes' Meditations, Latin verbs, Asian culture or even Plato's Republic. Faculty members and visiting scholars will, instead, conduct a public re-examination of Columbia College's required core curriculum which represents the oldest and one of the most influential general education programs in the country. For the uninitiated, general education in the College is the required core curricula for every student which includes Contemporary Civilization, Humanities, a foreign language, a science requirement and freshman composition. Julian Clarence Levi Professor in the Humanities Quentin Anderson will deliver the commemmoration's keynote address on the topic, ""The Particularity of General Education,"" today at 8 p.m. in Low Rotunda. Jonathan Smith of University of Chicago and Marcia Wright, professor of history, will respond to Anderson's remarks. Columbia has ""built the most stable, and at the same time, most exciting undergraduate general education curriculum in the country,"" said Paul Valliere, acting associate dean of the College and co-ordinator of the anniversary. ""Very few schools have done anything comparable,"" said Valliere. ""St. Johns College and the University of Chicago may have equal claim on the general education tradition"" but they haven't had the program for as long, Valliere added. The essence of the College's core curriculum is the Contemporary Civilization course which was instituted in 1919 to replace previous history and philosophy requirements. ""The aim of the course is to inform the student of the more outstanding and influential factors of his physical and social environment. The chief features of the intellectual, economic and political life of today will be treated and considered in their dependence on and difference from those of the past,"" said Spectator in 1919 when the course was first inaugurated. Contemporary Civilization courses were created by accident, according to James Guttman, professor emeritus of philosophy and a 1918 Columbia graduate in an article in Columbia College Today, the College alumni magazine. The course was first instituted at the government's request to plan a course on war issues to be taught in Student Army Training Corps units established at many colleges, including Columbia, when the U.S. entered World War I. ""When the war was over, it seemed to many. . .that the problems facing the post-war world could not be adequately faced by required courses in philosophy and history, which together with English A had been the foundation of our freshman program in earlier years,"" said Guttman. Masterpieces of European Literature and Philosophy (Humanities ClOOl- - formerly Humanities A) was organized in 1937 as part of theexpansion of the core curriculum. The course includes works from Homer to the 20th century. ""You can't go to an academic conference without having all sorts of discussion about general education and core curriculum today,"" said Valliere. ""There are a good many labels of snake oil being paddled around under the label of general education-core curriculum,"" Valliere continued, ""But it's not something that can just be hammered together"" unlike what we have here at Columbia, he said. Anniversary celebrations tomorrow will also coincide with the College's Dean's Day commemoration. Moore Collegiate Professor of French Donald Framewill present the Dean's Day Keynote Address, ""The Grass, the Flower and the Fruit: 40 Years of Columbia College Humanities,"" at 9:30 a.m. in Wollman Auditorium. Queen Wilhelmina Professor Jacob Smit will be discussing ""How Contemporary is Contemporary Civilization"" after the keynote address. The ""contemporary edge to CC"" was taken out when the second year of CC was abolished a few years back according to Valliere. Professor of English Carl Hovde will coordinate a second panel discussion on ""Have the Cultural Assumptions of Humanities Changed?"" Both panels take place from 10:30 a.m. to 12:15 p.m. in Rooms A and C at the LawBuilding. The luncheon panel at 1:45 p.m. in 1501 lAB will discuss ""What General Education Does Not Do: The Natural Sciences,"" presided over by Professor of Russian Robert Belknap and Professor of Philosophy Richard Kuhns. For reservations, call 280-2208. ""The West and the World: CrossCultural Approaches in the Liberal Arts""and ""Visual Illiteracy and the College Curriculum"" will be discussed from 2:15 p.m. to 3:45 p.m. in Rooms A and C of the Law Building. The celebrations will be concluded by a General Assembly of Dean's Day at 4 p.m. in Wollman Auditorium. All activities are open to the public.Quentin Anderson ...keynote speaker"
253,Page 6 Advertisements Column 4,26 March 1979,
254,ADP: The Bacchae is original but excessive features theater,6 April 1979,"featurestheaterBy FRED BALZACNo one would deny the difficulty of interpreting Euripides' classic, The Bacchae. As literature, it marks the end of Aristotelian tragedy. Pentheus lacks the greatness of the tragic heroes of Aeschylus and Sophocles, while the character of Dionysus defies classification in Aristotelian terms. The play is even more difficult to interpret on stage. Subjects such as ritual sacrifice, madness, and sexual ambiguity and perversion require imagination and subtle control. Jefferson Bogursky's production of The Bacchae, now at the Alpha Delta Phi Playhouse, is only half successful. The ambitious undertaking is highly original,but also terribly excessive. Temporal styles clash, the acting and the direction are uneven, and the evening wears on a little too long. Jeff Bogursky is a talented man; but he has overextended himself. Besides directing, producing, and playing the part of Cadmus, he has adapted the script, using both the Greek text and English translations. The adaption is quite fine, at times even poetic. Occasionally, it gets a bit too literal, such as when Tiresias tells Pentheus, ""Bacchus is your blood."" Bogursky employs colloquial expressions in an attempt to give the play a modern flavor.But the sporadic use of them make it appear as if they were thrown in. Linguistic differences should have been made an integral part of the script, or the colloquialisms should not have been used at all. Otherwise, the adaption enhances the play. It alone would have made Bogursky's achievement quite impressive. As a director, however, he is somewhat less successful. Intensity on stage is sustained throughout the evening, but the play never takes off, it never dances. Its length is one problem. The intermission (coming after a 90 minute first act) severely hampers any dramatic build-up. As with all Greek tragedies, the climactic moment occurs offstage; if tension does not continually increase, the emotional wallop, the catharsis of ""pity and fear,"" will never come. Instead of such a climax, the audience is left with a.stagey ending that fails to deliver. Conceptually, too, the production is flawed. Bogursky has added a difference in temporal style to the conflict between Pentheus and Dionysus, seeing a correlation between ancient Greek society and American society of the Sixties. But the allusion is barely suggested in the production. Like the colloquialisms, the difference in style is not developed to the point where it relates to the theme of the play. The difference is nothing more than a difference in costume and speaking style. As director, Bogursky must share the blame for the inconsistency of the acting. The inexperienced cast is energetic but nonetheless misdirected. Bogursky himself, as Cadmus, lacks depth. His performance is no indication of the talent he displayed in Moonchildren two years ago. His Cadmus and John Malcolm's Tiresias are portrayed stereotypically: slow walk, bent over, craggy voice —Malcolm goes so far as to play the blind Tiresias with his eyes closed. Both actors do have some stage presence, however, and they are fun to watch in their vaudeville shtick early in the play. David Goldberg as Dionysus has physical and vocal command of the stage. He injects personality and wit into his character, and is appropriately androgynous. As his nemesis, Michael Dee, however, is nothing more than properly boyish. Dee plays Pentheus all on one level, relying too much on facialexpression. His intentions are all correct, but he does not internalize them. Dee improves in the latter half of the play, when the perversion of Pentheus becomes obvious. Most of the energy in the i£ consumed and produced )j% the chorus (Evelyn Laßali, Kris Russel, Michelene Pantano, Beth Rubenstein, and Wendy White). These actresses are simply overworked arra underdirected. They are on stage all the time, they act, sing, dance, and react to everything done on stage by the other actors. Their efforts are admirable, but the director should have polished their performances some more or not have asked them to do so much. Overshadowed by Bogursky's achievement are Lou-Anne Kroutil and David Curry, who composed and directed the music. The music if fine, for the most part, but it does not warrant its extensive use. Much of it sounds repetitive, and its over-use is the reason for the play's length, in terms of both time and interest. Again, it is another example of not knowing where and when to draw the line. Bob Bessoir's lighting is good, aside from the occasional use of glaring red. The ADP Playhouse is beautiful. Perfect for The Bacchae, this shrine should be used more often. The Bacchae, with all its flaws, warrants viewing. It is Humanities A come alive. Bogursky and friends have fleshed it out properly; it is unfortunate that they are unable to transmit theirintensity beyond the stage and into the audience. The Bacchae is at 8 p.m. tonight through Sunday. ADP Playhouse is at 526 W. 114 th Street.Michael Dee"
255,Federal funding of CU research tops $100M mark,21 September 1979,"By ROBERT POLNERResearch funding from government sources exceeded $100 million for the first time in Columbia's history during the 1978-79 fiscal year, a quarterly report on government-sponsored projects shows. The report, published by Columbia's Office of Projects and Grants, revealed a $14 million jump in the last fiscal year over the 1977-78 figures, bringing the total to $110.5 million in government aid for university research. Monies for research come from a variety of major government sources on city, state, and federal levels. Among the largest sources are the U.S. Public Health Service, the Departments of Defense and Energy, the National Aeronautics and Space Administration, the National Science Foundation, and the National Foundation for the Artsand Humanities. A closer look at the quarterly summary revealed, too, a sharp funding increase for the final quarter of the fiscal year. Columbia was awarded $4.9 million more in government grants in the last quarter than in the third quarter. The U.S. Public Health Service, the single largest source of government funding this fiscal year, raised its contribution by more than $2.5 million in the last quarter. The bulk of U.S. Health Service funding was given to the College of Physicians and Surgeons (P&S). This aid represents ""the lion's share of government money"" donated in the final quarter, according to James Lewis, the Director of Projects and Grants. Accordingly, P&S posted the largest divisional gain for the quarter, an increase of $3 million over the preceding quarter. Second to P&S as a source for government grants was Columbia's LamontDoherty Geological Observatory, which netted an additional $300,000 over the last quarter.Lamont-Doherty, located in Palisades, N.Y. on the Hudson River, is a good illustration of how research funds can be put to use. The observatory's research includes earthquake seismology—which attracted increased aid, in part, because it is a growing field—marine geology, geophysics and geochemistry. Lamont-Doherty operates two ocean research vessels, currently stationed in the Western Pacific and the Easter Atlantic Oceans. Less than six months ago, Lamont-Doherty was given a computer system by the U.S. Geology Society to facilitate further research in seismology. The Office of Projects and Grants also publishes weekly summaries of government research funding."
256,Page 4 Advertisements Column 2,22 October 1979,"The Humanities A Staff is Pleased to Present Euripides' Electro Directed by Michael Cacoyannis with Irene Papas in an exclusive showing for Humanities A students only Monday, October 22, 8 pm - SI A Auditorium School of International Affairs, Amsterdam and 118 th Street — ADMISSION FREE —Are you a budding Rodgers or Hammerstein? Write your own song for the Barnard College Song Contest and find out! Ist Prize - $25 gift certificate to NYC music store of your choice Submit songs to Barnard Glee Club, 109 Mcintosh DEADLINE- DECEMBER 3 For more information call x 5680 MW 11-12, WF 1-2 Winning song to be performed Feb. 21 by the Barnard College Glee ClubTEMPORARY EMPLOYMENT If you have good secretarial skills, we've got excellent office assignments for you — for a day, a week, a month at a time. Call or come in and let's try to suit your schedule. PAYSON PEOPLE Temporary Personnel Service 24 W. 57 St. 765-7905DENTIST Special consideration to students Dr. Herbin, D.D.S. 66 W. 94th St., Suite 1B 662-4700"
257,Page 3 Advertisements Column 1,18 March 1980,
258,Page 6 Advertisements Column 1,16 October 1980,"Episcopal Campus Ministry II [announces NEW SERVICE TIMES Q [starting fi This Sunday, October 19th, 6:30 p.m. M Choral Eucharist j St. Paul's Chapel Other Services: » Evensong. Mon, 5:10 Eucharist, Wed, 12:00 Noonfirst you went Jjk _ on a coffee kick mm OSI nuttyforalmonds WmLNow go Blum crazy. There's a new drink in town. It's called jgmm J 5 ! jk You'll discover Plum Gekkeikan has Plum Gekkeikan. Remember when it JBf &£& """"iSI marvelously cultivated manners, was Coffee Liqueur? And after that M Wk You can e n J°y 't over ice or any Amaretto? Now it's Plum Gekkeikan. M Jem Bk of the ways you have Plum Gekkeikan is a delicious taste J IL. J| 1 « iearned t0 serve Coffee Liqueur treat made from delicate Japanese or Amaretto. You'll even find subtleness you would expect from a I I The most exquisite discovery drink the' Japanese have taken two imm daktcj) M about Plum Gekkeikan is its thousand years to perfect. 1 Wl rU K I C M taste You>|| fove jt irnmediate |y __— ~**~— iH in i A £ftMrS|..B# Ili So the on,y thing you '"" €L JLJHIIII kFIK||KM I have to get used to is the ISB 1 «NE I name of this new ""in"" drink. m^^^m^^^m>^ K A QUALITY BRAND IMPORTED FROM JAPAN BY THE SIDNEY FRANK IMPORTING COMPANY, INC., N.Y."
259,Cautious BC vetoes housing swap,18 March 1981,"By TODD BRESSIEfforts to increase coeducation in the dormitories collapsed last week because Barnard wants to approach the issue of cooperation as a ""whole picture"" and not in ""bits and pieces,"" Barnard Vice President for Student Affairs Barbara Schmitter said yesterday. Barnard Interim President Ellen Futter ""did not reject"" the latest proposal, which would have allotted Barnard 105 beds in East Campus, 49 in Carman and 10 more inHartley and in Livingston, Schmitter said. ""She just wasn't able to accept it at the moment,"" she explained. ""We are interested in getting everything straightened out at once, not in little pieces,"" she said. The housing trade is ""part of a bigger picture"" and Barnard must determine ""how it fits in"" with the cooperation issue, Schmitter said. She said ""the whole picture"" is being discussed by Futter, Barnard Vice President for Academic Affairs Charles Olton and Columbia Provosts Peter Likins and Fritz Stern. Likins said earlier this year the ""informal"" discussions concerned ""dining halls, dorms, and classes."" Schmitter would not rule out the possibility that a trade of freshman spaces could still be arranged, but she said she does not know what Futter, Olton and the provosts are discussing.""She's very much not talking about what she's talking about with other people,"" Schmitter said. Likins said Monday night the talks with Futter had left him ""less optimistic"" about whether the College and Barnard could achieve further cooperation through the talks. According to sources, one of the topics discussed at the talks was a proposal to make Masterpieces of European Literature and Philosophy (Literature Humanities) a Barnard core requirement. Officials on the schools' Committees on Instruction, however, said they have not been asked to consider such a proposal. College Associate Dean Michael Rosenthal said he had heard only ""rumors"" of the idea, and that a proposal had not reached the COIs.He would not comment further. The Barnard COI ""tossed the idea around"" earlier this semester in a discussion of the schools' requirements, Schmitter said. Barnard students can use Literature Humanities to fulfill their distribution requirement. She said if a proposal came before the Barnard COI it ""would get a sympathetic, serious discussion,"" but she said she could not predict whether the measure would pass.SPECTATOR PHOTO OVER AND OUT GOOD BUDDY: A protestor cheers on his fellow picketers in front of Harlem Hospital last night.Peter IJkins . less optimisl'u"
